Id,Quantidade_Avaliações,Média_Avaliações,Avaliação_Máxima,Nome_Filme,Generos,Tags
94864,27,3.3,5.0,Prometheus (2012),Action|Horror|Sci-Fi|IMAX,
1293,27,3.83,5.0,Gandhi (1982),Drama,India
3252,27,3.59,5.0,Scent of a Woman (1992),Drama,
3254,27,3.3,5.0,Wayne's World 2 (1993),Comedy,
40629,27,3.56,5.0,Pride & Prejudice (2005),Drama|Romance,In Netflix queue
6787,27,4.02,5.0,All the President's Men (1976),Drama|Thriller,journalism Watergate Deep Throat
57368,27,3.35,5.0,Cloverfield (2008),Action|Mystery|Sci-Fi|Thriller,
922,27,4.33,5.0,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance,movies eerie movie business
3424,27,4.04,5.0,Do the Right Thing (1989),Drama,racism great cinematography
909,27,3.96,5.0,"Apartment, The (1960)",Comedy|Drama|Romance,adultery
4700,27,3.04,5.0,"Princess Diaries, The (2001)",Children|Comedy|Romance,
37733,27,3.5,5.0,"History of Violence, A (2005)",Action|Crime|Drama|Thriller,In Netflix queue
4901,27,3.48,5.0,Spy Game (2001),Action|Crime|Drama|Thriller,
5013,27,3.7,5.0,Gosford Park (2001),Comedy|Drama|Mystery,
80549,27,3.8,5.0,Easy A (2010),Comedy|Romance,
1120,27,3.54,4.5,"People vs. Larry Flynt, The (1996)",Comedy|Drama,freedom of expression
3968,27,3.07,4.0,Bedazzled (2000),Comedy,
741,27,4.15,5.0,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi,
8873,27,3.8,5.0,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",Adventure|Drama,
1982,27,3.72,5.0,Halloween (1978),Horror,
720,27,4.09,5.0,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,Aardman
122900,27,3.72,5.0,Ant-Man (2015),Action|Adventure|Sci-Fi,
88744,27,3.46,5.0,Rise of the Planet of the Apes (2011),Action|Drama|Sci-Fi|Thriller,
3072,27,3.56,5.0,Moonstruck (1987),Comedy|Romance,New York
52281,27,3.43,5.0,Grindhouse (2007),Action|Crime|Horror|Sci-Fi|Thriller,
122918,27,3.93,5.0,Guardians of the Galaxy 2 (2017),Action|Adventure|Sci-Fi,fun
1179,27,3.63,5.0,"Grifters, The (1990)",Crime|Drama|Film-Noir,crime
122892,27,3.52,5.0,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,
166528,27,3.93,5.0,Rogue One: A Star Wars Story (2016),Action|Adventure|Fantasy|Sci-Fi,
4343,27,3.04,4.5,Evolution (2001),Comedy|Sci-Fi,really bad Seann William Scott
4002,27,3.85,5.0,"Planes, Trains & Automobiles (1987)",Comedy,
1257,27,3.69,5.0,Better Off Dead... (1985),Comedy|Romance,skiing
1235,26,4.29,5.0,Harold and Maude (1971),Comedy|Drama|Romance,May-December romance
2478,26,3.13,5.0,¡Three Amigos! (1986),Comedy|Western,
1476,26,3.54,5.0,Private Parts (1997),Comedy|Drama,
3638,26,3.13,5.0,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller,
53519,26,3.13,5.0,Death Proof (2007),Action|Adventure|Crime|Horror|Thriller,
164179,26,3.98,5.0,Arrival (2016),Sci-Fi,beautiful visuals Cerebral cinematography good cinematography smart thought-provoking visually appealing
3969,26,3.44,5.0,Pay It Forward (2000),Drama,
1960,26,3.69,5.0,"Last Emperor, The (1987)",Drama,China
3869,26,3.42,5.0,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy,
148626,26,3.96,5.0,"Big Short, The (2015)",Drama,funny interesting Witty
5574,26,3.52,5.0,"Transporter, The (2002)",Action|Crime,
4128,26,3.71,5.0,"Lost Boys, The (1987)",Comedy|Horror|Thriller,
89492,26,3.88,5.0,Moneyball (2011),Drama,
107,26,3.33,5.0,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,muppets
2409,26,3.19,5.0,Rocky II (1979),Action|Drama,
6957,26,3.37,5.0,Bad Santa (2003),Comedy|Crime,
3476,26,3.56,5.0,Jacob's Ladder (1990),Horror|Mystery,
3148,26,3.75,5.0,"Cider House Rules, The (1999)",Drama,
3556,26,3.77,5.0,"Virgin Suicides, The (1999)",Drama|Romance,sofia coppola 1970s suicide
112183,26,3.35,5.0,Birdman: Or (The Unexpected Virtue of Ignorance) (2014),Comedy|Drama,
106487,26,3.63,5.0,The Hunger Games: Catching Fire (2013),Action|Adventure|Sci-Fi|IMAX,
2795,26,3.65,5.0,National Lampoon's Vacation (1983),Comedy,
2359,26,3.67,5.0,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy,
5945,26,3.17,5.0,About Schmidt (2002),Comedy|Drama,
916,26,4.06,5.0,Roman Holiday (1953),Comedy|Drama|Romance,Italy royalty
93510,26,3.87,5.0,21 Jump Street (2012),Action|Comedy|Crime,
8783,26,3.19,5.0,"Village, The (2004)",Drama|Mystery|Thriller,Atmospheric good soundtrack M. Night Shyamalan
1680,25,3.6,5.0,Sliding Doors (1998),Drama|Romance,alternate universe
1253,25,3.82,5.0,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,aliens
2394,25,3.5,5.0,"Prince of Egypt, The (1998)",Animation|Musical,Bible Moses
53953,25,3.16,5.0,1408 (2007),Drama|Horror|Thriller,
8983,25,3.52,4.5,House of Flying Daggers (Shi mian mai fu) (2004),Action|Drama|Romance,martial arts
5617,25,3.9,5.0,Secretary (2002),Comedy|Drama|Romance,
2186,25,3.98,5.0,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller,murder
6953,25,3.3,4.5,21 Grams (2003),Crime|Drama|Mystery|Romance|Thriller,DEPRESSING
2020,25,4.0,5.0,Dangerous Liaisons (1988),Drama|Romance,adultery
67255,25,3.94,5.0,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",Crime|Drama|Mystery|Thriller,
3798,25,3.2,5.0,What Lies Beneath (2000),Drama|Horror|Mystery,
2366,25,3.64,5.0,King Kong (1933),Action|Adventure|Fantasy|Horror,
168252,25,4.28,5.0,Logan (2017),Action|Sci-Fi,dark emotional gritty heartbreaking predictible plot
2352,25,3.84,5.0,"Big Chill, The (1983)",Comedy|Drama,
1343,25,3.78,5.0,Cape Fear (1991),Thriller,horror Juliette Lewis Martin Scorsese Robert De Niro remake
51935,25,3.86,5.0,Shooter (2007),Action|Drama|Thriller,
46530,25,3.08,5.0,Superman Returns (2006),Action|Adventure|Sci-Fi|IMAX,
1378,25,3.1,5.0,Young Guns (1988),Action|Comedy|Western,
1086,25,4.1,5.0,Dial M for Murder (1954),Crime|Mystery|Thriller,
106489,25,3.58,5.0,"Hobbit: The Desolation of Smaug, The (2013)",Adventure|Fantasy|IMAX,adventure fantasy Tolkien too long
1801,25,3.5,5.0,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama,seen more than once
3462,25,3.72,5.0,Modern Times (1936),Comedy|Drama|Romance,factory
1025,25,3.58,5.0,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,Disney King Arthur
4823,25,3.14,5.0,Serendipity (2001),Comedy|Romance,wedding
27706,25,3.16,4.5,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy,dark comedy Jim Carrey meryl streep quirky stylized
106920,25,3.92,5.0,Her (2013),Drama|Romance|Sci-Fi,
54997,25,4.06,5.0,3:10 to Yuma (2007),Action|Crime|Drama|Western,Christian Bale
3534,25,3.3,5.0,28 Days (2000),Drama,
2872,25,3.64,5.0,Excalibur (1981),Adventure|Fantasy,England King Arthur
475,25,4.3,5.0,In the Name of the Father (1993),Drama,Ireland
86882,25,3.56,5.0,Midnight in Paris (2011),Comedy|Fantasy|Romance,
307,24,3.9,5.0,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,Death
2108,24,3.48,5.0,L.A. Story (1991),Comedy|Romance,weather forecaster
1711,24,3.1,5.0,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery,Savannah
2687,24,3.46,5.0,Tarzan (1999),Adventure|Animation|Children|Drama,
4489,24,3.46,5.0,Coming to America (1988),Comedy|Romance,Africa immigrants
1125,24,3.69,5.0,"Return of the Pink Panther, The (1975)",Comedy|Crime,Clousseau
926,24,4.23,5.0,All About Eve (1950),Drama,Hollywood
7173,24,3.04,5.0,Along Came Polly (2004),Comedy|Romance,
1883,24,3.27,5.0,Bulworth (1998),Comedy|Drama|Romance,
87869,24,3.44,5.0,Horrible Bosses (2011),Comedy|Crime,
1031,24,3.48,5.0,Bedknobs and Broomsticks (1971),Adventure|Children|Musical,
56775,24,3.04,4.0,National Treasure: Book of Secrets (2007),Action|Adventure,
86880,24,3.23,5.0,Pirates of the Caribbean: On Stranger Tides (2011),Action|Adventure|Fantasy|IMAX,
81847,24,3.92,5.0,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,
515,24,3.6,5.0,"Remains of the Day, The (1993)",Drama|Romance,Butler Housekeeper
6593,24,3.21,4.0,Freaky Friday (2003),Children|Comedy|Fantasy,
2371,24,3.08,5.0,Fletch (1985),Comedy|Crime|Mystery,
230,24,3.4,5.0,Dolores Claiborne (1995),Drama|Thriller,Stephen King
215,24,4.04,5.0,Before Sunrise (1995),Drama|Romance,generation X
531,24,3.25,5.0,"Secret Garden, The (1993)",Children|Drama,In Netflix queue
6350,24,4.06,5.0,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi,anime
3037,24,4.15,5.0,Little Big Man (1970),Western,
66934,24,3.92,5.0,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi,joss whedon Nathan Fillion Neil Patrick Harris parody
1212,24,4.23,5.0,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,ferris wheel Venice zither
3704,24,3.27,5.0,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi,
3087,24,3.17,5.0,Scrooged (1988),Comedy|Fantasy|Romance,christmas new york
5110,24,3.6,5.0,Super Troopers (2001),Comedy|Crime|Mystery,
5103,24,3.44,5.0,"Sandlot, The (1993)",Children|Comedy|Drama,
1945,24,4.19,5.0,On the Waterfront (1954),Crime|Drama,boxing coulda been a contender
2046,24,3.21,4.0,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,
1449,24,3.88,5.0,Waiting for Guffman (1996),Comedy,mockumentary
3098,24,3.65,5.0,"Natural, The (1984)",Drama,baseball sports
1357,24,4.0,5.0,Shine (1996),Drama|Romance,music
2528,24,3.23,4.0,Logan's Run (1976),Action|Adventure|Sci-Fi,
49286,24,3.21,5.0,"Holiday, The (2006)",Comedy|Romance,
2993,24,3.48,5.0,Thunderball (1965),Action|Adventure|Thriller,
101,23,3.78,5.0,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,crime off-beat comedy quirky
2991,23,3.7,5.0,Live and Let Die (1973),Action|Adventure|Thriller,
105,23,3.28,5.0,"Bridges of Madison County, The (1995)",Drama|Romance,
1962,23,3.74,5.0,Driving Miss Daisy (1989),Drama,rasicm
46972,23,3.24,5.0,Night at the Museum (2006),Action|Comedy|Fantasy|IMAX,Ben Stiller Robin Williams
799,23,3.46,5.0,"Frighteners, The (1996)",Comedy|Horror|Thriller,
4161,23,3.35,5.0,"Mexican, The (2001)",Action|Comedy,
8371,23,3.3,5.0,"Chronicles of Riddick, The (2004)",Action|Sci-Fi|Thriller,
2336,23,3.67,5.0,Elizabeth (1998),Drama,England
933,23,4.22,5.0,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller,
81932,23,3.76,5.0,"Fighter, The (2010)",Drama,
1321,23,3.41,5.0,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller,
1298,23,3.76,5.0,Pink Floyd: The Wall (1982),Drama|Musical,
1256,23,3.8,5.0,Duck Soup (1933),Comedy|Musical|War,
4235,23,3.93,5.0,Amores Perros (Love's a Bitch) (2000),Drama|Thriller,
4023,23,3.13,5.0,"Family Man, The (2000)",Comedy|Drama|Romance,
7323,23,3.8,5.0,"Good bye, Lenin! (2003)",Comedy|Drama,Cold War
7099,23,4.0,5.0,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),Adventure|Animation|Drama|Fantasy|Sci-Fi,
116823,23,3.87,5.0,The Hunger Games: Mockingjay - Part 1 (2014),Adventure|Sci-Fi|Thriller,
117529,23,3.26,4.0,Jurassic World (2015),Action|Adventure|Drama|Sci-Fi|Thriller,
2496,23,3.11,4.5,Blast from the Past (1999),Comedy|Romance,
1186,23,3.59,5.0,"Sex, Lies, and Videotape (1989)",Drama,
562,23,3.54,5.0,Welcome to the Dollhouse (1995),Comedy|Drama,adolescence
866,23,4.0,5.0,Bound (1996),Crime|Drama|Romance|Thriller,
1792,23,3.02,5.0,U.S. Marshals (1998),Action|Crime|Thriller,
3107,23,3.3,5.0,Backdraft (1991),Action|Drama,
44022,23,3.22,4.5,Ice Age 2: The Meltdown (2006),Adventure|Animation|Children|Comedy,
153,137,2.92,5.0,Batman Forever (1995),Action|Adventure|Comedy|Crime,superhero superhero
586,116,3.0,5.0,Home Alone (1990),Children|Comedy,christmas
208,115,2.91,5.0,Waterworld (1995),Action|Adventure|Sci-Fi,
19,88,2.73,5.0,Ace Ventura: When Nature Calls (1995),Comedy,
788,82,2.73,5.0,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,
3623,77,2.71,5.0,Mission: Impossible II (2000),Action|Adventure|Thriller,
3977,72,2.72,5.0,Charlie's Angels (2000),Action|Comedy,
2054,68,2.76,4.0,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,Disney
1544,67,2.75,5.0,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,dinosaurs
5481,65,2.85,5.0,Austin Powers in Goldmember (2002),Comedy,
2710,64,2.8,5.0,"Blair Witch Project, The (1999)",Drama|Horror|Thriller,claims to be true video
435,63,2.42,5.0,Coneheads (1993),Comedy|Sci-Fi,
173,62,2.67,5.0,Judge Dredd (1995),Action|Crime|Sci-Fi,
158,62,2.81,5.0,Casper (1995),Adventure|Children,
5459,61,2.96,4.5,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi,crappy sequel first was much better sequel
30793,61,3.0,4.5,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX,roald dahl
466,60,2.87,5.0,Hot Shots! Part Deux (1993),Action|Comedy|War,
420,59,2.72,5.0,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,
160,57,2.88,5.0,Congo (1995),Action|Adventure|Mystery|Sci-Fi,Michael Crichton
432,55,2.65,5.0,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,
784,54,2.81,5.0,"Cable Guy, The (1996)",Comedy|Thriller,
485,53,2.93,5.0,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,
673,53,2.71,5.0,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,Bugs Bunny
2699,53,2.81,5.0,Arachnophobia (1990),Comedy|Horror,spiders
2701,53,2.21,4.5,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western,
172,53,2.68,5.0,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,
3785,50,2.92,5.0,Scary Movie (2000),Comedy|Horror,
4643,49,2.74,5.0,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi,
186,48,2.82,5.0,Nine Months (1995),Comedy|Romance,
2717,47,3.0,5.0,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi,Ghosts
44,46,2.54,5.0,Mortal Kombat (1995),Action|Adventure|Fantasy,
2002,46,2.93,5.0,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,
1690,45,2.92,5.0,Alien: Resurrection (1997),Action|Horror|Sci-Fi,
196,45,2.67,4.0,Species (1995),Horror|Sci-Fi,
849,44,2.92,5.0,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,
52722,44,3.0,5.0,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,
1597,43,2.94,5.0,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,
4310,43,2.97,4.5,Pearl Harbor (2001),Action|Drama|Romance|War,
2605,43,2.99,5.0,Entrapment (1999),Crime|Thriller,
355,42,2.36,5.0,"Flintstones, The (1994)",Children|Comedy|Fantasy,
1562,42,2.21,4.0,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller,
2724,42,2.83,5.0,Runaway Bride (1999),Comedy|Romance,
762,41,2.41,5.0,Striptease (1996),Comedy|Crime,
4367,40,2.9,5.0,Lara Croft: Tomb Raider (2001),Action|Adventure,
3826,39,2.29,4.0,Hollow Man (2000),Horror|Sci-Fi|Thriller,
4148,39,2.94,5.0,Hannibal (2001),Horror|Thriller,
59615,39,2.83,5.0,Indiana Jones and the Kingdom of the Crystal Skull (2008),Action|Adventure|Comedy|Sci-Fi,
2770,38,2.96,5.0,Bowfinger (1999),Comedy,
5266,37,3.0,5.0,Panic Room (2002),Thriller,crime
455,37,2.39,4.0,Free Willy (1993),Adventure|Children|Drama,
4638,36,2.85,5.0,Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller,dinosaurs
2581,36,2.96,5.0,Never Been Kissed (1999),Comedy|Romance,high school
34150,36,2.76,4.0,Fantastic Four (2005),Action|Adventure|Sci-Fi,Chris Evans comic book heroine in tight suit Jessica Alba sexy female scientist superhero
585,36,2.74,4.0,"Brady Bunch Movie, The (1995)",Comedy,
3409,35,2.93,4.0,Final Destination (2000),Drama|Thriller,
193,35,2.47,5.0,Showgirls (1995),Drama,
719,35,2.84,4.5,Multiplicity (1996),Comedy,
256,35,2.83,5.0,Junior (1994),Comedy|Sci-Fi,
3882,34,2.69,4.5,Bring It On (2000),Comedy,
327,34,2.82,5.0,Tank Girl (1995),Action|Comedy|Sci-Fi,
1918,33,2.85,4.0,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller,
1882,33,1.95,3.5,Godzilla (1998),Action|Sci-Fi|Thriller,
4015,33,2.73,5.0,"Dude, Where's My Car? (2000)",Comedy|Sci-Fi,bad
6534,33,2.56,4.5,Hulk (2003),Action|Adventure|Sci-Fi,dogs Eric Bana mad scientist marvel
6541,32,2.62,4.5,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi,captain nemo comic book gothic Peta Wilson Sean Connery superhero
6157,32,2.5,4.0,Daredevil (2003),Action|Crime,bad Ben Affleck
3257,32,2.86,5.0,"Bodyguard, The (1992)",Drama|Romance|Thriller,
303,32,2.95,5.0,"Quick and the Dead, The (1995)",Action|Thriller|Western,
1911,32,2.61,4.0,Dr. Dolittle (1998),Comedy,
1644,32,2.11,4.0,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller,
1405,31,2.94,5.0,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime,
65,31,2.53,5.0,Bio-Dome (1996),Comedy,
135,31,2.95,5.0,Down Periscope (1996),Comedy,
2953,31,2.52,5.0,Home Alone 2: Lost in New York (1992),Children|Comedy,family funny Macaulay Culkin sequel
1717,31,2.92,5.0,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,sequel slasher spoof
204,30,2.72,4.5,Under Siege 2: Dark Territory (1995),Action,
1373,30,2.67,5.0,Star Trek V: The Final Frontier (1989),Action|Sci-Fi,
2722,29,2.78,4.5,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller,
3273,29,2.67,5.0,Scream 3 (2000),Comedy|Horror|Mystery|Thriller,slasher spoof
2411,29,2.71,5.0,Rocky IV (1985),Action|Drama,boxing
2384,29,2.78,5.0,Babe: Pig in the City (1998),Adventure|Children|Drama,
1513,29,2.97,4.5,Romy and Michele's High School Reunion (1997),Comedy,reunion
743,29,2.52,4.0,Spy Hard (1996),Comedy,
3825,29,2.74,5.0,Coyote Ugly (2000),Comedy|Drama|Romance,
2485,29,2.84,5.0,She's All That (1999),Comedy|Romance,
1831,29,2.45,4.0,Lost in Space (1998),Action|Adventure|Sci-Fi,
2421,29,2.78,5.0,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,martial arts
74789,28,2.88,5.0,Alice in Wonderland (2010),Adventure|Fantasy|IMAX,
273,28,2.95,5.0,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,gothic
4232,28,2.95,5.0,Spy Kids (2001),Action|Adventure|Children|Comedy,spying
880,27,2.74,5.0,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,
6503,27,2.37,4.0,Charlie's Angels: Full Throttle (2003),Action|Adventure|Comedy|Crime|Thriller,
3269,27,2.85,4.5,Forever Young (1992),Drama|Romance|Sci-Fi,
1499,27,1.93,5.0,Anaconda (1997),Action|Adventure|Thriller,
1347,27,3.0,5.0,"Nightmare on Elm Street, A (1984)",Horror|Thriller,
1021,27,2.33,4.0,Angels in the Outfield (1994),Children|Comedy,
5872,27,2.93,5.0,Die Another Day (2002),Action|Adventure|Thriller,
3264,26,2.42,4.0,Buffy the Vampire Slayer (1992),Action|Comedy|Horror,
2826,26,2.9,4.5,"13th Warrior, The (1999)",Action|Adventure|Fantasy,
4388,26,2.65,5.0,Scary Movie 2 (2001),Comedy,
2616,26,2.88,5.0,Dick Tracy (1990),Action|Crime,comic book
413,26,2.79,5.0,Airheads (1994),Comedy,Comedy
2082,26,2.65,4.0,"Mighty Ducks, The (1992)",Children|Comedy,
1614,26,2.79,4.0,In & Out (1997),Comedy,
68319,26,2.87,4.0,X-Men Origins: Wolverine (2009),Action|Sci-Fi|Thriller,comic book bad plot comic book hugh jackman Ryan Reynolds too many characters
1591,26,2.63,5.0,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,
3438,25,3.0,4.5,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,
374,25,2.2,5.0,Richie Rich (1994),Children|Comedy,
2986,25,2.64,5.0,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller,
2598,25,2.84,4.0,Pushing Tin (1999),Comedy,golfing
3005,25,2.84,4.0,"Bone Collector, The (1999)",Thriller,
1590,25,2.94,5.0,Event Horizon (1997),Horror|Sci-Fi|Thriller,
3608,25,2.94,5.0,Pee-wee's Big Adventure (1985),Adventure|Comedy,Pee Wee Herman
3979,24,2.5,4.0,Little Nicky (2000),Comedy,
2471,24,2.48,5.0,Crocodile Dundee II (1988),Action|Adventure|Comedy,Australia
1037,24,2.77,4.0,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller,
1385,24,2.85,5.0,Under Siege (1992),Action|Drama|Thriller,
1438,24,2.62,5.0,Dante's Peak (1997),Action|Thriller,
7454,24,2.71,4.5,Van Helsing (2004),Action|Adventure|Fantasy|Horror,
2369,24,2.67,4.0,Desperately Seeking Susan (1985),Comedy|Drama|Romance,
2410,24,2.73,4.5,Rocky III (1982),Action|Drama,boxing
5507,24,2.77,4.0,xXx (2002),Action|Crime|Thriller,
2840,23,2.87,5.0,Stigmata (1999),Drama|Thriller,
45672,23,2.98,5.0,Click (2006),Adventure|Comedy|Drama|Fantasy|Romance,
1779,23,2.76,4.0,Sphere (1998),Sci-Fi|Thriller,good
1409,23,2.5,5.0,Michael (1996),Comedy|Drama|Fantasy|Romance,
2805,23,3.0,4.0,Mickey Blue Eyes (1999),Comedy|Romance,
2428,23,2.48,4.0,"Faculty, The (1998)",Horror|Sci-Fi,
3827,23,2.89,4.0,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi,
2052,23,2.76,5.0,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror,
63992,22,2.41,5.0,Twilight (2008),Drama|Fantasy|Romance|Thriller,audience intelligence underestimated boring chick flick overrated Teen movie
5449,22,2.91,5.0,Mr. Deeds (2002),Comedy|Romance,
4069,22,2.91,5.0,"Wedding Planner, The (2001)",Comedy|Romance,
227,22,2.86,5.0,Drop Zone (1994),Action|Thriller,
1586,22,2.8,4.0,G.I. Jane (1997),Action|Drama,military
5313,22,2.3,4.0,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller,
5283,22,2.91,5.0,National Lampoon's Van Wilder (2002),Comedy,
5171,22,2.86,5.0,"Time Machine, The (2002)",Action|Adventure|Sci-Fi,
2642,22,2.25,3.5,Superman III (1983),Action|Adventure|Sci-Fi,superhero
3697,21,2.9,5.0,Predator 2 (1990),Action|Sci-Fi|Thriller,
2720,21,2.1,5.0,Inspector Gadget (1999),Action|Adventure|Children|Comedy,
3354,21,2.69,4.0,Mission to Mars (2000),Sci-Fi,
379,21,2.5,4.0,Timecop (1994),Action|Sci-Fi|Thriller,
2405,21,2.81,4.0,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,
4247,21,2.38,4.0,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance,
2375,21,2.93,5.0,"Money Pit, The (1986)",Comedy,
372,21,2.76,5.0,Reality Bites (1994),Comedy|Drama|Romance,
1091,21,2.55,4.5,Weekend at Bernie's (1989),Comedy,
546,21,2.0,3.5,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,
519,21,2.4,5.0,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,
72378,21,2.62,4.0,2012 (2009),Action|Drama|Sci-Fi|Thriller,
707,21,2.88,5.0,Mulholland Falls (1996),Crime|Drama|Thriller,bad
37386,21,2.76,4.5,Aeon Flux (2005),Action|Sci-Fi,
3986,20,2.8,4.0,"6th Day, The (2000)",Action|Sci-Fi|Thriller,
2053,20,2.05,3.5,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi,
2253,20,2.38,4.0,Toys (1992),Comedy|Fantasy,
36401,20,2.62,4.0,"Brothers Grimm, The (2005)",Comedy|Fantasy|Horror|Thriller,
6888,20,2.28,5.0,Scary Movie 3 (2003),Comedy|Horror,
419,20,2.68,5.0,"Beverly Hillbillies, The (1993)",Comedy,
737,20,2.65,5.0,Barb Wire (1996),Action|Sci-Fi,
53464,20,2.58,3.5,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi,bad acting bad jokes bad plot Chris Evans Jessica Alba Marvel sexy female scientist
1015,20,2.95,4.0,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama,
69526,20,2.42,4.0,Transformers: Revenge of the Fallen (2009),Action|Adventure|Sci-Fi|IMAX,bad plot Michael Bay needed more autobots plot holes ridiculous Shia LaBeouf stop using useless characters for filler
12,19,2.42,5.0,Dracula: Dead and Loving It (1995),Comedy|Horror,
3593,19,1.66,4.5,Battlefield Earth (2000),Action|Sci-Fi,
2567,19,2.97,4.0,EDtv (1999),Comedy,
3861,19,2.68,4.0,"Replacements, The (2000)",Comedy,
3744,19,2.66,4.0,Shaft (2000),Action|Crime|Thriller,
761,19,2.79,5.0,"Phantom, The (1996)",Action|Adventure,
4084,19,2.87,4.0,Beverly Hills Cop II (1987),Action|Comedy|Crime|Thriller,
1556,19,1.61,3.0,Speed 2: Cruise Control (1997),Action|Romance|Thriller,
1381,19,2.08,4.0,Grease 2 (1982),Comedy|Musical|Romance,high school
5308,19,2.82,5.0,Three Men and a Baby (1987),Comedy,
338,19,2.84,5.0,Virtuosity (1995),Action|Sci-Fi|Thriller,serial killer
1100,19,2.71,5.0,Days of Thunder (1990),Action|Drama|Romance,
3157,19,2.84,5.0,Stuart Little (1999),Children|Comedy|Fantasy,
5943,19,2.61,4.5,Maid in Manhattan (2002),Comedy|Romance,
